"","label","nr2"
"1","null",5.30303539970264e-12
"2","history",0.611814105909218
"3","history_demographics",0.617537652231501
"4","history_demographics_hascar",0.620950517917054
"5","history_demographics_car_health",0.673104649948794
"6","history_demographics_health_car_hhchildren",0.671925165482262
"7","history_demographics_health_car_hhtype",0.679646765609518
"8","history_demographics_health_car_hhtype_qual",0.681001315919202
